# Grid_Size dx log(dx) L1_Error log(L1_Error)
11	1.000000e-01	-2.302585e+00	1.737619e-08	-1.786817e+01
21	5.000000e-02	-2.995732e+00	3.025848e-10	-2.191866e+01
41	2.500000e-02	-3.688879e+00	4.095449e-12	-2.622114e+01
81	1.250000e-02	-4.382027e+00	3.976207e-13	-2.855328e+01
