# Grid_Size dx log(dx) L1_Error log(L1_Error)
11	1.000000e-01	-2.302585e+00	2.155780e-04	-8.442188e+00
21	5.000000e-02	-2.995732e+00	1.732911e-05	-1.096312e+01
41	2.500000e-02	-3.688879e+00	1.206974e-06	-1.362739e+01
81	1.250000e-02	-4.382027e+00	6.040174e-08	-1.662225e+01
