# Grid_Size dx log(dx) L1_Error log(L1_Error)
11	1.000000e-01	-2.302585e+00	1.201569e-04	-9.026712e+00
21	5.000000e-02	-2.995732e+00	9.223923e-06	-1.159371e+01
41	2.500000e-02	-3.688879e+00	6.293092e-07	-1.427864e+01
81	1.250000e-02	-4.382027e+00	3.011245e-08	-1.731833e+01
